rank,channel,total_clips,affected_by,sued_over
50000,JahNatural LivinLife,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50001,purekqpax,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50002,Shao Poketrainer,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50003,TennisTeam Polska,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50004,CrookedBookshelves,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50005,OfficialCelticsHD,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50006,Frag Trimble,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50007,Tamás Schnierer (mr-scht),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50008,Andrew Berry,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50009,Kate Rusby,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50010,Komik Videolar 2013,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50011,Max and Katie the Great Danes,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50012,Bailey Stein,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50013,Neel Sanghavi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50014,fourdogstoveco,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50015,ottawafurytv,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50016,あざれあの部屋,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50017,Robby & Tori,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50018,learningscienceisfun,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50019,ZeNN Recorder,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50020,Vivapura Superfoods,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50021,SullivanSuperService,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50022,A Glug of Oil - Jan Bennett,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50023,fobtac,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50024,VortexGaming,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50025,Raffapedia,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50026,TinoScript,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50027,Craig Simpson,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50028,Bilikis Kitchen,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50029,Julie Tenlen (The Sweet Life by Julie),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50030,warmcarnow,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50031,ComunidadDelRage,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50032,Washer Dryer Repair Tips & Tricks for DIY 'ers,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50033,Chrismax,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50034,Tutarras,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50035,Finger Lakes Grape Program,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50036,Justin Murphy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50037,BaitTech,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50038,Fashular,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50039,Wholesale Marine,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50040,Logan Lowery,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50041,Agustin Velardez,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50042,Elizabeth B,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50043,M'sieur DuHaz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50044,Crampoos,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50045,Asus Tek,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50046,AnOrdinarySonicFan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50047,captinkillem,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50048,Latonya's life,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50049,なんちゃってギター小僧,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50050,BonersModernLife,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50051,Copper Chef,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50052,Bully Dog,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50053,Guitar Lessons Bobby,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50054,Iris Jay,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50055,BrickVault,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50056,enutorg,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50057,MinkBerry,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50058,Route One,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50059,Josiah,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50060,Puppies Planet,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50061,Wassabi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50062,CrimZ,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50063,Lynn,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50064,Alex Blate,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50065,Isabella Jedler,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50066,Gi-Shock-Go,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50067,シネマティックデイズcinematic-days,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50068,Jack Danyal / Hellgaming,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50069,Merkatron,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50070,Amber Fillerup,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50071,GrosTracteursPassion,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50072,Júnior Viégas,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50073,Memetastic,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50074,Nathan Wiseman (Natharoo),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50075,TheAircraftCollector,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50076,Goobyandthevlog,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50077,Anthony Sgalato,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50078,Jessica Espinoza | Delicious Obsessions,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50079,Dan Eigsti,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50080,MInecraftVideoGames,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50081,InterGamexz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50082,Facilísimo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50083,DazzaClarke,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50084,MissDarcei,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50085,TigerBox HD,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50086,Nuddy Bar,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50087,OnlineKnights,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50088,WeightLossTheMessiah,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50089,ErynCerise,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50090,Ariyele Ressler,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50091,The Boyer Sisters,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50092,FromCowsToQuinoa,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50093,За рулем,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50094,Kodi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50095,Битый Пиксель,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50096,Tanuttalks,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50097,Aussie Gardener Store,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50098,Kodiak Canvas,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50099,マミムンぶーぶー / HSstudio,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50100,CrunchyReviews,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50101,UnifiedChamps,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50102,rafityz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50103,Jim Brown,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50104,MusicGirl Pro,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50105,Halo Headband,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50106,PlayStation France,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50107,IzzyzToyz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50108,Karen Tham,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50109,Metal War Online,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50110,Ruha,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50111,Omarr Garcia,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50112,Sergio Bonafonte,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50113,Martin Welters,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50114,Brendan Miller,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50115,queenslandreds,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50116,Shoppzy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50117,Audiotistics,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50118,John Loney,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50119,Rita's Italian Ice,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50120,金成琢磨,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50121,NathorGaming,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50122,nephrennpl,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50123,Karl Foord,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50124,ZábaluX - Retro,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50125,Indie,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50126,Free to Play,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50127,Gardener's HQ,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50128,Михаил Мудрый,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50129,Chris Upton,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50130,Dan A,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50131,Kinda Funny Highlights,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50132,Tanis Galik,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50133,xNoRespecTxLP,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50134,Becon Producciones,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50135,Army West Point Football,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50136,Metaldetecting Face,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50137,Janet Ubeji,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50138,pizzarocket,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50139,Changan UNI-K | SiberDemon,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50140,AnimSchool,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50141,Dennis Barnhoorn,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50142,Bichosnatv,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50143,Mylyn Hernandez,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50144,Sandra Webster,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50145,Ferrari,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50146,Sword Lyn,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50147,Unboxing e afins,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50148,Jose Luis Redondo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50149,Steel & Wheel,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50150,LVloverCC,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50151,therealdjnoiz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50152,ronamagca,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50153,Артем,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50154,Jack Brunskill,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50155,MinecraftDEBukkit,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50156,BA Actu,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50157,The Average Climber,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50158,xShredtacticSx,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50159,Ronan Chris Murphy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50160,AuggieVr,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50161,tdahytu,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50162,Green With Tiffany,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50163,Виктор Учитель,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50164,PsychoGamePlays,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50165,pwalpar,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50166,Russo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50167,Mikes BackyardNursery,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50168,ten miginikuroi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50169,markmorriscarguru,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50170,KidsOne,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50171,Keeping Britain's Pets Healthy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50172,Gianni North Beach,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50173,Maya Bojan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50174,Arwa's Living,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50175,Paleobarbie does Keto,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50176,Ozzstar's Cars,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50177,Mine Zone,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50178,Garfiana,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50179,ThePikaWu,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50180,crazymj,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50181,Mark Lavery - Soccer,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50182,Common Spence,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50183,evesweater,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50184,auomak,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50185,Shaheen Khan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50186,koopyRU,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50187,Lazydays,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50188,Angela Appling,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50189,Walt Barrett,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50190,ArnoldGetsVlogging,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50191,Sr.KuMiTO,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50192,byTechlabs,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50193,Dave Hales,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50194,Gamer Nation,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50195,Moxah - Modding,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50196,Trolling,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50197,Aannsha Jones,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50198,Glamorama,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50199,Andrea Viveros,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50200,StartYourEnginesX,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50201,How 2 Wrench,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50202,Hey Hedy What's Cookin,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50203,CTIFilms,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50204,dhdsracer,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50205,Easy Freezer Meals,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50206,Bboy Blueprint,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50207,Jeff Yentzer,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50208,Court Trip,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50209,Roberto A Henderson,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50210,Top Trending Products,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50211,NepentheZHD,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50212,MontanaFWP,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50213,TheAustereWizard,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50214,Jjys,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50215,jennipriceillustrate,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50216,James Erkins,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50217,GreenTV,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50218,kenner cooper,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50219,MountainRockMusic,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50220,Aleksandr Suvorov,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50221,KingFamily “Alex & Gisselle” A&G,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50222,Ovocne stromy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50223,fruit trees,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
50224,Peria S tud,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
